Aff,Neg,Judging,Win
"Southern California HR																				Hussaini & Robertson","Liberty MS																				Macumber & Samuel","Barlow, Michael",Neg
"Emporia State KM																				kuiper & Monteith","Michigan SK																				Stras & Kane","Gallini-Matyas, Izak",Neg
"Binghampton DB																				De Los Santos & Bateman","Dartmouth SS																				Safieddine & Srinivasan","Allsup, Andrew",Neg
"Gonzaga BM																				Basler & Martin","Baylor GG																				Gerbrandt & Graham","Buttgereit, Thomas",Neg
"UT Dallas BG																				Brown & Gilbert","James Madison BK																				Bellis & Konrad","Sanchez, Taylor",Aff
"Liberty DE																				DeMunbrun & Edwards","Samford EW																				Emerson & Windus","Rubino, Kathryn",Neg
"Navy GL																				Gutierrez & Lewis","Southern California DR																				Dille & Rosenthal","Walberg, Alaina",Neg
"Concordia HS																				Harvanko & Shih","Southern California WK																				Wang & Kuffour","Queirolo, Kat",Neg
"Wayne State RN																				Nelson & Reynolds","George Mason MT																				Mahowald & Turpen","Sugino, Corinne",Neg
"Iowa NO																				Namakula & Oberto-Besso","Georgia AR																				Agrawal & Ramanan","Manchester, Jack",Neg
"Central Florida UC																				Uhlig & Christie","Georgia GW																				Gollner & Weintraub","Revelins, Armands",Neg
"Missouri State DH																				Dickerson & Hopkins","George Mason GB																				Graham & Biggs","Grasse, Donald",Aff
"Emory GN																				Gu & Navarrete","Puget Sound EW																				Espinoza Vega & Willoughy","McVey, Alex",Aff
"Kansas State LE																				Leyba & Engle","Minnesota FJ																				Ferguson & Jamal","Athanasopoulos, Charles-Anthony",Aff
"Missouri State AS																				Allgood & Smith","Cornell CD																				Chang & Dahms","Bhattacharjee, Risha",Neg
"Indiana GK																				Gupta & Kalyan","Missouri State PE																				Evans & Pieper","Murray, Steven",Neg
"Georgia State AC																				Arashanapalli & Croitoru","Emory KW																				Krauss & Wells","Crane, Leonora",Neg
"Rochester AV																				Abdulla & Voltime-Fleurisca","Michigan RL																				Rogers & Love","Christophersen, Coco",Neg
"Minnesota LR																				Lamet & Rao","Liberty AS																				Allison & Stewart","Jackson, Christopher",Aff
"Emory BY																				Burgess & Yamout","Northwestern JW																				Jankovsky & Weideman","Hagney, Mitch",Neg
"Miami HL																				Homeijer & Lynch","Missouri State MR																				Morrison & Reeves","Rubaie, Brian",Aff
"Missouri State SK																				Kauffman & Slocum","Mary Washington/Minnesota HK																				Huebler & Kowal","Yonter, Victoria",Aff
"James Madison HM																				Harris & Mingo","Georgia State FR																				Flint & Regev","Evans, Ignacio",Aff
"Missouri State KD																				King & Dobler","Navy RB																				Bowden & Rock","Cerja, Cecilia",Neg
"Indiana AD																				Aaronson & Dehmlow Dunne","Harvard CM																				Cooper & Midha","Najor, Bruce",Neg
"Georgia RS																				Rice & Stupek","Baylor SW																				Smith & Wyatt","Chase, Allie",Aff
"Kentucky BT																				Bannister & Trufanov","Northwestern GY																				Garcia-Mendoza & Young","Bolman, Brad",Aff
