Aff,Neg,Judging,Win
"Purdue SJ																				Sidhu & Joseph","Missouri State AS																				Allgood & Smith","Allsup, Andrew",Aff
"Missouri State PE																				Evans & Pieper","Binghampton DB																				De Los Santos & Bateman","Szczechowski, Erin",Neg
"Oklahoma JS																				Juarez & Smith","Georgia RS																				Rice & Stupek","Hilligoss, Derek",Aff
"Louisville RL																				Ridgeway & Lyles","Emory GN																				Gu & Navarrete","Sugino, Corinne",Aff
"Emory KW																				Krauss & Wells","UT Dallas BG																				Brown & Gilbert","Athanasopoulos, Charles-Anthony",Neg
"Georgetown GW																				Gibson & Won","Central Florida UC																				Uhlig & Christie","McVey, Alex",Aff
"Puget Sound FR																				Frank & Ritner","Wayne State RN																				Nelson & Reynolds","Evans, Ignacio",Aff
"Michigan RL																				Rogers & Love","Navy GL																				Gutierrez & Lewis","Thies, Samantha",Neg
"Navy RB																				Bowden & Rock","Kansas State LE																				Leyba & Engle","Hussein, Nadia",Neg
"Minnesota FJ																				Ferguson & Jamal","Miami HL																				Homeijer & Lynch","Jackson, Jalisa",Aff
"Missouri State MR																				Morrison & Reeves","Indiana GK																				Gupta & Kalyan","Bhattacharjee, Risha",Neg
"Mary Washington/Minnesota HK																				Huebler & Kowal","Georgia State AC																				Arashanapalli & Croitoru","Hart, Andrew",Neg
"Georgia GW																				Gollner & Weintraub","Indiana LL																				Little & Lincourt","Jackson, Christopher",Aff
"Northwestern JW																				Jankovsky & Weideman","Michigan WG																				Walrath & Goldschlag","Najor, Bruce",Aff
"George Mason MT																				Mahowald & Turpen","Minnesota LR																				Lamet & Rao","Larsen, Beau",Aff
"Georgia State FR																				Flint & Regev","Rochester AV																				Abdulla & Voltime-Fleurisca","Joseph, Anthony",Neg
"Liberty AS																				Allison & Stewart","Missouri State KD																				King & Dobler","Rubaie, Brian",Neg
"Wake Forest AC																				Aaron & Cisse","Oklahoma PW																				Pickens & White","Buttgereit, Thomas",Neg
"UC Berkeley NR																				Neelakandan & Ramesh","UNLV HS																				Horn & Smith","Turner, John",Aff
"UC Berkeley GF																				Gray & Fleming","Kentucky BT																				Bannister & Trufanov","Klarman, Brian",Aff
